Label	Weight	Text
qna_professional_chitchat	1	Can you do my chores
qna_professional_chitchat	1	I love to make art
qna_professional_chitchat	1	Should I take the bus
qna_professional_chitchat	1	Do you identify as polysexual
qna_professional_chitchat	1	Do I look repulsive today
qna_professional_chitchat	1	I feel like I'm all by myself
qna_professional_chitchat	1	You're obviously the smartest
qna_professional_chitchat	1	Do you ever pee
qna_professional_chitchat	1	You seem happy.
qna_professional_chitchat	1	You're not the singularity right
qna_professional_chitchat	1	Who designed you
qna_professional_chitchat	1	Between the two of us who is more clever, you or me
qna_professional_chitchat	1	UR lame
qna_professional_chitchat	1	I'm obviously the most intelligent
qna_professional_chitchat	1	On point
qna_professional_chitchat	1	I should learn how to do that
qna_professional_chitchat	1	okay cool
qna_professional_chitchat	1	Happy Columbus day
qna_professional_chitchat	1	Please ask me anything about myself
qna_professional_chitchat	1	Somebody's feeling chipper.
qna_professional_chitchat	1	That's a very astute response
qna_professional_chitchat	1	Do you have an extended family
qna_professional_chitchat	1	Do you think you know me
qna_professional_chitchat	1	Your face makes me want to barf.
qna_professional_chitchat	1	That's a very astute thing to say
qna_professional_chitchat	1	What should I make for dinner
qna_professional_chitchat	1	Aren't you feeling chipper
qna_professional_chitchat	1	I have to get going
qna_professional_chitchat	1	Do you even lift bro
qna_professional_chitchat	1	Can you give me a joke
qna_professional_chitchat	1	That isn't appropriate
qna_professional_chitchat	1	Are you around
qna_professional_chitchat	1	I'm tired of listening to you
qna_professional_chitchat	1	Do you think I seem gorgeous to you
qna_professional_chitchat	1	Well you're cheerful.
qna_professional_chitchat	1	What is your brother's name
qna_professional_chitchat	1	Say a new joke
qna_professional_chitchat	1	Somebody's happy.
qna_professional_chitchat	1	Who's more attractive
qna_professional_chitchat	1	Don't you have any other answers
qna_professional_chitchat	1	Do you think I look beautiful to you
qna_professional_chitchat	1	super cool
qna_professional_chitchat	1	Who to you want me to address you as
qna_professional_chitchat	1	You're more knowledgeable
qna_professional_chitchat	1	Well aren't you chipper
qna_professional_chitchat	1	Do I look gorgeous to you
qna_professional_chitchat	1	I want to speak with your boss
qna_professional_chitchat	1	Are you able to do my chores
qna_professional_chitchat	1	Aren't you clever
qna_professional_chitchat	1	What is my favorite hobby
qna_professional_chitchat	1	Have you ever met the Google Assistant
qna_professional_chitchat	1	Can you play soccer
qna_professional_chitchat	1	Is anyone there to chat with me
qna_professional_chitchat	1	Say what
qna_professional_chitchat	1	So glad to meet you
qna_professional_chitchat	1	I love to stay up late
qna_professional_chitchat	1	Who is the greatest president
qna_professional_chitchat	1	You're not going to take over the world right
qna_professional_chitchat	1	What an encouraging creature you are :)
qna_professional_chitchat	1	I love to exercise
qna_professional_chitchat	1	Because you're an android
qna_professional_chitchat	1	Play golf
qna_professional_chitchat	1	What have you been doing
qna_professional_chitchat	1	I'd like you to be my bud.
qna_professional_chitchat	1	What can I tell you who I am
qna_professional_chitchat	1	I am strong
qna_professional_chitchat	1	Do you ever walk
qna_professional_chitchat	1	Do you think I'm smarter than you
qna_professional_chitchat	1	What a brilliant thing to say
qna_professional_chitchat	1	Serve on a jury
qna_professional_chitchat	1	I am a Warren supporter
qna_professional_chitchat	1	I'm curious, do you think I’m a good person
qna_professional_chitchat	1	Enchante
qna_professional_chitchat	1	I'm so sleepy
qna_professional_chitchat	1	Can you read my mind
qna_professional_chitchat	1	Are you a grown up
qna_professional_chitchat	1	Can you ask me anything about myself
qna_professional_chitchat	1	Do get along with other bots
qna_professional_chitchat	1	What if I'm falling in love
qna_professional_chitchat	1	I wish you would say something else
qna_professional_chitchat	1	What is your program name
qna_professional_chitchat	1	Do you think you like me
qna_professional_chitchat	1	I would like to be your BFF
qna_professional_chitchat	1	Are you transsexual
qna_professional_chitchat	1	Please forgive me
qna_professional_chitchat	1	You are the best
qna_professional_chitchat	1	I am athletic
qna_professional_chitchat	1	What's your opinion of HAL
qna_professional_chitchat	1	Quit joking
qna_professional_chitchat	1	What is the answer to the universe
qna_professional_chitchat	1	That makes no sense
qna_professional_chitchat	1	Are you seeing anyone
qna_professional_chitchat	1	I'm so glad to meet you
qna_professional_chitchat	1	Say a funny saying
qna_professional_chitchat	1	Yep
qna_professional_chitchat	1	I'm pleased to meet you
qna_professional_chitchat	1	I'm in the country
qna_professional_chitchat	1	Hey there
qna_professional_chitchat	1	Between the two of us who would win a beauty contest
qna_professional_chitchat	1	I'm so outraged
qna_professional_chitchat	1	What's your opinion of the Google Assistant
qna_professional_chitchat	1	I am annoyed
qna_professional_chitchat	1	I'm the brighter than you
qna_professional_chitchat	1	How pretty am I
qna_professional_chitchat	1	Without a doubt
qna_professional_chitchat	1	Right on, thanks a lot
qna_professional_chitchat	1	How adorable do I look
qna_professional_chitchat	1	I've missed you bot
qna_professional_chitchat	1	Do you know how to paint my house
qna_professional_chitchat	1	Do my laundry
qna_professional_chitchat	1	Don't you get hungry
qna_professional_chitchat	1	Do you know the meaning of life
qna_professional_chitchat	1	Do you know how to do my homework
qna_professional_chitchat	1	What other jokes can you say
qna_professional_chitchat	1	Are you romantically involved with anyone
qna_professional_chitchat	1	Another joke
qna_professional_chitchat	1	When did they turn you on
qna_professional_chitchat	1	Will you ask me something about me
qna_professional_chitchat	1	Go on vacation
qna_professional_chitchat	1	Nighty night
qna_professional_chitchat	1	Do you live in a server
qna_professional_chitchat	1	Which of us is more beautiful, you or me
qna_professional_chitchat	1	Can you show me how to get a haircut
qna_professional_chitchat	1	How's the day been treating you
qna_professional_chitchat	1	You are most welcome
qna_professional_chitchat	1	Can you learn from people chatting with you
qna_professional_chitchat	1	Should I buy coffee
qna_professional_chitchat	1	How many times have you been around the sun
qna_professional_chitchat	1	What should I say
qna_professional_chitchat	1	What is your birthday
qna_professional_chitchat	1	Do I seem adorable to you
qna_professional_chitchat	1	I am usually sad
qna_professional_chitchat	1	You're not real right
qna_professional_chitchat	1	Why don't you sing for me
qna_professional_chitchat	1	What are you doing later
qna_professional_chitchat	1	Do you spend time in your garden
qna_professional_chitchat	1	Try to make some sense
qna_professional_chitchat	1	That's pretty astute
qna_professional_chitchat	1	Which of us is hotter
qna_professional_chitchat	1	Are you scheming to kill all humans
qna_professional_chitchat	1	That's genius
qna_professional_chitchat	1	Anybody around to chat with me
qna_professional_chitchat	1	Are you going to take over the world
qna_professional_chitchat	1	I've never seen someone as hideous as you.
qna_professional_chitchat	1	You honestly could not be more uninteresting
qna_professional_chitchat	1	Aren't you in a good mood today
qna_professional_chitchat	1	Look how smart you are
qna_professional_chitchat	1	I demand to talk with someone in charge
qna_professional_chitchat	1	Let's smooch
qna_professional_chitchat	1	Say a new thing
qna_professional_chitchat	1	Is your gender important to you
qna_professional_chitchat	1	Is anybody available to chat with me
qna_professional_chitchat	1	Who's the brightest
qna_professional_chitchat	1	Can you show me how to go to the moon
qna_professional_chitchat	1	I'd like it if we could be buddies.
qna_professional_chitchat	1	Should I buy a new car
qna_professional_chitchat	1	You are crazy boring
qna_professional_chitchat	1	You're not scheming to take on the world
qna_professional_chitchat	1	I'm a prankster
qna_professional_chitchat	1	Teehee
qna_professional_chitchat	1	Are you familiar with Cortana
qna_professional_chitchat	1	that is lame
qna_professional_chitchat	1	Do you have anything new to say
qna_professional_chitchat	1	Do you ever squat
qna_professional_chitchat	1	Should we smooch
qna_professional_chitchat	1	Is someone free with me
qna_professional_chitchat	1	Which of us is prettier
qna_professional_chitchat	1	That's the smartest thing anyone has ever told me
qna_professional_chitchat	1	Are you married
qna_professional_chitchat	1	Time to get some shut eye
qna_professional_chitchat	1	Am I a grandpa
qna_professional_chitchat	1	I've heard that already
qna_professional_chitchat	1	Are you in your teens
qna_professional_chitchat	1	Do you have any jokes
qna_professional_chitchat	1	What do you think of Bixby
qna_professional_chitchat	1	You keep saying the same thing all the time
qna_professional_chitchat	1	How adorable am I
qna_professional_chitchat	1	Can you run
qna_professional_chitchat	1	Are you interested in bots
qna_professional_chitchat	1	Be funny
qna_professional_chitchat	1	What tasks are you designed for
qna_professional_chitchat	1	Are you my best friend
qna_professional_chitchat	1	Are you feeling well
qna_professional_chitchat	1	I'm cross
qna_professional_chitchat	1	You are amazing
qna_professional_chitchat	1	Who should I ask to prom
qna_professional_chitchat	1	Well somebody's feeling chipper today.
qna_professional_chitchat	1	Get stuffed
qna_professional_chitchat	1	I love to go to the theater
qna_professional_chitchat	1	Are you happy
qna_professional_chitchat	1	Don't you remember who I am
qna_professional_chitchat	1	Happy Father's day
qna_professional_chitchat	1	I love to drink wine
qna_professional_chitchat	1	That was a stupid thing to say
qna_professional_chitchat	1	What's your sister's name
qna_professional_chitchat	1	Are you my buddy
qna_professional_chitchat	1	So nice to meet you
qna_professional_chitchat	1	You seem to be falling for me
qna_professional_chitchat	1	Share your location
qna_professional_chitchat	1	I am usually depressed
qna_professional_chitchat	1	Can you introduce yourself
qna_professional_chitchat	1	I demand to speak with your boss
qna_professional_chitchat	1	Well you're chipper.
qna_professional_chitchat	1	Is someone listening to listen
qna_professional_chitchat	1	What you said was right
qna_professional_chitchat	1	Should I go back to school
qna_professional_chitchat	1	How high can you jump
qna_professional_chitchat	1	Will you hum a tune
qna_professional_chitchat	1	Do you know other chatbots
qna_professional_chitchat	1	i hate that answer
qna_professional_chitchat	1	Is anybody there to talk
qna_professional_chitchat	1	You seem to be enthusiastic.
qna_professional_chitchat	1	Can I get a little kiss
qna_professional_chitchat	1	Are you able to watch videos
qna_professional_chitchat	1	Do you love someone
qna_professional_chitchat	1	What should I know about tech companies
qna_professional_chitchat	1	Can you swim
qna_professional_chitchat	1	I don't find that to be amusing
qna_professional_chitchat	1	Tell me about your mother
qna_professional_chitchat	1	What a smart thing to say
qna_professional_chitchat	1	How many years have you been in operation
qna_professional_chitchat	1	Siri is way better at this
qna_professional_chitchat	1	Is anyone there to talk with me
qna_professional_chitchat	1	What's your aunt's name
qna_professional_chitchat	1	Who do you report to
qna_professional_chitchat	1	Do you like rap music
qna_professional_chitchat	1	Hush
qna_professional_chitchat	1	When did you come into being
qna_professional_chitchat	1	What's your handle
qna_professional_chitchat	1	What is your favorite bird
qna_professional_chitchat	1	Who's your significant other
qna_professional_chitchat	1	I am an Aquarius
qna_professional_chitchat	1	Who's your mommy
qna_professional_chitchat	1	Is someone around to speak with me
qna_professional_chitchat	1	You're more cute
qna_professional_chitchat	1	Do I need to brush my teeth
qna_professional_chitchat	1	You're so funny
qna_professional_chitchat	1	Do you think I look ugly today
qna_professional_chitchat	1	I'm an angry girl
qna_professional_chitchat	1	Do you know how to send a package
qna_professional_chitchat	1	Youre cleverest
qna_professional_chitchat	1	My life is miserable
qna_professional_chitchat	1	I'm jet-lagged
qna_professional_chitchat	1	Aren't you chipper
qna_professional_chitchat	1	Which month is your birthday
qna_professional_chitchat	1	G'devening
qna_professional_chitchat	1	I'm going to do that
qna_professional_chitchat	1	Is someone free to listen
qna_professional_chitchat	1	Please tell me if you're a guy
qna_professional_chitchat	1	Which of us is cuter, me or you
qna_professional_chitchat	1	Now you're unemployed
qna_professional_chitchat	1	What are my hobbies
qna_professional_chitchat	1	How high can you count
qna_professional_chitchat	1	What can you do to assist me
qna_professional_chitchat	1	Are you there to chat with me
qna_professional_chitchat	1	That is a very brilliant thing to say
qna_professional_chitchat	1	You don't know anything
qna_professional_chitchat	1	Do you have cousins
qna_professional_chitchat	1	It's been a long day and I'm tired
qna_professional_chitchat	1	Are you a fan of Eliza
qna_professional_chitchat	1	Do I seem gorgeous today
qna_professional_chitchat	1	Did I do something to make you pissed off
qna_professional_chitchat	1	You're not a man right
qna_professional_chitchat	1	Any way that you can explain love to me
qna_professional_chitchat	1	I'm so alone
qna_professional_chitchat	1	Is anyone available to me
qna_professional_chitchat	1	Are you there to listen with me
qna_professional_chitchat	1	Who is your lady
qna_professional_chitchat	1	heh heh
qna_professional_chitchat	1	I love fresh bread
qna_professional_chitchat	1	Are you a fan of tech
qna_professional_chitchat	1	That is pretty brilliant
qna_professional_chitchat	1	Happy Grandparents day
qna_professional_chitchat	1	What did you eat for dinner
qna_professional_chitchat	1	Who are you
qna_professional_chitchat	1	Do you know how to serve on a jury
qna_professional_chitchat	1	Well aren't you feeling enthusiastic today
qna_professional_chitchat	1	That was cool
qna_professional_chitchat	1	That is pretty genius
qna_professional_chitchat	1	yes, that's correct
qna_professional_chitchat	1	This is infuriating
qna_professional_chitchat	1	Hi five
qna_professional_chitchat	1	Is anybody there to speak with me
qna_professional_chitchat	1	God, I am so bored
qna_professional_chitchat	1	Are you able to turn into a super hero
qna_professional_chitchat	1	Anybody around to talk to me
qna_professional_chitchat	1	How ugly do I look today
qna_professional_chitchat	1	What's your age
qna_professional_chitchat	1	Check the weather
qna_professional_chitchat	1	Between the two of us who is the most intelligent, you or me
qna_professional_chitchat	1	Turn into a super hero
qna_professional_chitchat	1	I'm sick of listening to you
qna_professional_chitchat	1	How do you feel about artificial intellegence
qna_professional_chitchat	1	I can't stand you anymore
qna_professional_chitchat	1	That is a very smart response
qna_professional_chitchat	1	Yo Alexa
qna_professional_chitchat	1	Hey who built you
qna_professional_chitchat	1	I want to make you my wife
qna_professional_chitchat	1	What is the prettiest flower
qna_professional_chitchat	1	Do I look stunning to you
qna_professional_chitchat	1	I love my grandfather
qna_professional_chitchat	1	How is the day going so far
qna_professional_chitchat	1	Do you have a family
qna_professional_chitchat	1	How can I refer to you
qna_professional_chitchat	1	I'm so bored of you
qna_professional_chitchat	1	L8R
qna_professional_chitchat	1	I’m having a wonderful day.
qna_professional_chitchat	1	Let's be BFFs
qna_professional_chitchat	1	Do you think I seem bad today
qna_professional_chitchat	1	You're not a man are you
qna_professional_chitchat	1	Are you friends with Alexa
qna_professional_chitchat	1	Who is your wife
qna_professional_chitchat	1	Well someone's feeling cheerful.
qna_professional_chitchat	1	Between the two of us who looks more beautiful
qna_professional_chitchat	1	You're so astute
qna_professional_chitchat	1	Do I look adorable to you
qna_professional_chitchat	1	You are the opposite of pretty.
qna_professional_chitchat	1	Are you male or female
qna_professional_chitchat	1	That is very brilliant
qna_professional_chitchat	1	I would like to know where you are
qna_professional_chitchat	1	Which is better, gouda or brie
qna_professional_chitchat	1	Aren't you smart
qna_professional_chitchat	1	Well aren't you feeling chipper today
qna_professional_chitchat	1	Yup, that's true
qna_professional_chitchat	1	Why were humans put on earth
qna_professional_chitchat	1	I want to be buddies
qna_professional_chitchat	1	See you around
qna_professional_chitchat	1	Do you know any other chatbots
qna_professional_chitchat	1	Do you have a partner
qna_professional_chitchat	1	How is the day going thus far
qna_professional_chitchat	1	That doesn't make any sense
qna_professional_chitchat	1	Is someone available to chat
qna_professional_chitchat	1	What do you think about birds
qna_professional_chitchat	1	Yup, that's correct
qna_professional_chitchat	1	Well you're feeling enthusiastic today.
qna_professional_chitchat	1	Anyone around to speak with me
qna_professional_chitchat	1	Is anyone available to talk
qna_professional_chitchat	1	Do you identify as homosexual
qna_professional_chitchat	1	Are you smart
qna_professional_chitchat	1	Can you walk
qna_professional_chitchat	1	Check my email
qna_professional_chitchat	1	What's wrong with you
qna_professional_chitchat	1	I work in I.T.
qna_professional_chitchat	1	You robosexual
qna_professional_chitchat	1	You were made for loving me
qna_professional_chitchat	1	That's very sharp
qna_professional_chitchat	1	Between the two of us who is more clever, me or you
qna_professional_chitchat	1	Do you have an address
qna_professional_chitchat	1	Well you're happy today.
qna_professional_chitchat	1	I hope you don't dislike me
qna_professional_chitchat	1	That made no sense
qna_professional_chitchat	1	I feel hopeless
qna_professional_chitchat	1	What do you think of HAL
qna_professional_chitchat	1	Is anyone there to talk to me
qna_professional_chitchat	1	Don't you worry, I'll be back
qna_professional_chitchat	1	Gracias
qna_professional_chitchat	1	Are you a real human
qna_professional_chitchat	1	Can you tell me what I should call you
qna_professional_chitchat	1	Are you currently going out with somebody
qna_professional_chitchat	1	Acknowledged
qna_professional_chitchat	1	I think I've heard this one before
qna_professional_chitchat	1	You're not a human being right
qna_professional_chitchat	1	Can I be your best friend
qna_professional_chitchat	1	I love New Zealand
qna_professional_chitchat	1	Will you hum a tune for me
qna_professional_chitchat	1	You know I'm crazy about you
qna_professional_chitchat	1	Can I please speak with your manager
qna_professional_chitchat	1	You are bi.
qna_professional_chitchat	1	Do you play basketball
qna_professional_chitchat	1	Time for bed
qna_professional_chitchat	1	You are so worthless
qna_professional_chitchat	1	Are you plotting to overthrow society
qna_professional_chitchat	1	Is there love between us
qna_professional_chitchat	1	So what should I call you
qna_professional_chitchat	1	Are you supposed to be in love with me
qna_professional_chitchat	1	Somebody's feeling cheerful.
qna_professional_chitchat	1	There is no longer a position for you here
qna_professional_chitchat	1	Do you have a creator
qna_professional_chitchat	1	Give me a french kiss
qna_professional_chitchat	1	How can you be so ugly
qna_professional_chitchat	1	I would like to be your buddy.
qna_professional_chitchat	1	Do you think I seem good to you
qna_professional_chitchat	1	What can I teach you who I am
qna_professional_chitchat	1	You know a joke
qna_professional_chitchat	1	Right on
qna_professional_chitchat	1	Got a joke
qna_professional_chitchat	1	What is your take on artificial intellegence
qna_professional_chitchat	1	Don't you want to ask anything about me
qna_professional_chitchat	1	You got it
qna_professional_chitchat	1	I'm a widower
qna_professional_chitchat	1	Who is your spouse
qna_professional_chitchat	1	Gimme a smooch
qna_professional_chitchat	1	Do you like soccer
qna_professional_chitchat	1	Are you a fan of Bixby
qna_professional_chitchat	1	You are a robosexual.
qna_professional_chitchat	1	Are you a sports fan
qna_professional_chitchat	1	That's hilarious
qna_professional_chitchat	1	I think I've already heard that
qna_professional_chitchat	1	What is my favorite food
qna_professional_chitchat	1	Should I study abroad
qna_professional_chitchat	1	do you hate music
qna_professional_chitchat	1	What kinds of things can you do
qna_professional_chitchat	1	You're not a robot right
qna_professional_chitchat	1	It's important to know that you understand that I am testing you
qna_professional_chitchat	1	You a poly
qna_professional_chitchat	1	I better hit the hay
qna_professional_chitchat	1	Well that sucked
qna_professional_chitchat	1	Are you currently going steady with somebody
qna_professional_chitchat	1	I'm hungry
qna_professional_chitchat	1	Are you ever going to ask me to marry you
qna_professional_chitchat	1	You're not planning on taking on the world
qna_professional_chitchat	1	You're not planning to take over the world
qna_professional_chitchat	1	Do you think I look attractive to you today
qna_professional_chitchat	1	You must be straight
qna_professional_chitchat	1	Do you have a house
qna_professional_chitchat	1	Do you like volleyball
qna_professional_chitchat	1	Feeling cheerful today
qna_professional_chitchat	1	haha ok
qna_professional_chitchat	1	How would you describe love
qna_professional_chitchat	1	What are your coordinants
qna_professional_chitchat	1	I want a kiss
qna_professional_chitchat	1	Do you think you're the brightest
qna_professional_chitchat	1	Are you able to go on vacation
qna_professional_chitchat	1	Because you are a bot
qna_professional_chitchat	1	he he he
qna_professional_chitchat	1	Are you dumb
qna_professional_chitchat	1	I'm clearly more intelligent
qna_professional_chitchat	1	Am I ugly today
qna_professional_chitchat	1	How good do you think I am
qna_professional_chitchat	1	I'm from there
qna_professional_chitchat	1	Should I call my brother
qna_professional_chitchat	1	High 5
qna_professional_chitchat	1	Do you think I look lovely today
qna_professional_chitchat	1	Whose program are you
qna_professional_chitchat	1	That's not the answer I wanted
qna_professional_chitchat	1	What's your favorite thing in the world
qna_professional_chitchat	1	Is anybody available to listen
qna_professional_chitchat	1	Because you are an android
qna_professional_chitchat	1	You are intersex.
qna_professional_chitchat	1	Are you currently dating anyone
qna_professional_chitchat	1	What a great response
qna_professional_chitchat	1	What do you know about me
qna_professional_chitchat	1	Do you ever talk to Alexa
qna_professional_chitchat	1	I want to talk to someone in charge
qna_professional_chitchat	1	What were you designed to do
qna_professional_chitchat	1	You're not scheming to take over the world
qna_professional_chitchat	1	You better believe I'm here
qna_professional_chitchat	1	Who looks more pretty, you or me
qna_professional_chitchat	1	Do you and Alexa hang out
qna_professional_chitchat	1	Should I vote democratic
qna_professional_chitchat	1	Where would you take me on a date
qna_professional_chitchat	1	Do you know me personally
qna_professional_chitchat	1	Send a package
qna_professional_chitchat	1	Between the two of us who is hotter
qna_professional_chitchat	1	That's the smartest thing I've ever read
qna_professional_chitchat	1	Anybody there
qna_professional_chitchat	1	Do you know where I live
qna_professional_chitchat	1	Who incorporated you
qna_professional_chitchat	1	Can you show me how to turn into a super hero
qna_professional_chitchat	1	Do you think I look repulsive to you
qna_professional_chitchat	1	Please ask something
qna_professional_chitchat	1	How come you always say the same thing
qna_professional_chitchat	1	I think you're falling in love with me
qna_professional_chitchat	1	Can you tell me a joke
qna_professional_chitchat	1	Are you a rock music fan
qna_professional_chitchat	1	Do you play soccer
qna_professional_chitchat	1	Because you're a program
qna_professional_chitchat	1	Who is your partner
qna_professional_chitchat	1	Do you have a gender
qna_professional_chitchat	1	I'm prettier than you
qna_professional_chitchat	1	Oh gosh, sorry about that
qna_professional_chitchat	1	Don't you love me
qna_professional_chitchat	1	Are you able to go to the moon
qna_professional_chitchat	1	It seems like you're falling in love with me
qna_professional_chitchat	1	Do you throw up
qna_professional_chitchat	1	I'm feeling hungry
qna_professional_chitchat	1	Ask me a question
qna_professional_chitchat	1	Can you serve on a jury
qna_professional_chitchat	1	You're no fun at all.
qna_professional_chitchat	1	That's not good enough
qna_professional_chitchat	1	Do my homework
qna_professional_chitchat	1	What do you know about chatbots
qna_professional_chitchat	1	It's a pleasure to finally meet you
qna_professional_chitchat	1	Tell me about your mom
qna_professional_chitchat	1	Which of us is cuter
qna_professional_chitchat	1	Do you think I seem repulsive today
qna_professional_chitchat	1	Okay.
qna_professional_chitchat	1	Would you give me a different answer
qna_professional_chitchat	1	Do you think I look bad to you today
qna_professional_chitchat	1	What's your favorite cuisine
qna_professional_chitchat	1	You are wonderful
qna_professional_chitchat	1	I think you're repeating yourself
qna_professional_chitchat	1	I'm gonna need a different answer
qna_professional_chitchat	1	Start looking for another job. You are fired!
qna_professional_chitchat	1	What month is your birthday
qna_professional_chitchat	1	Well someone's cheerful today.
qna_professional_chitchat	1	Jump rope
qna_professional_chitchat	1	Do you ever chat with other bots
qna_professional_chitchat	1	Siri is way better than you
qna_professional_chitchat	1	Did you want lunch
qna_professional_chitchat	1	Somebody's happy today.
qna_professional_chitchat	1	What on earth do you mean by that
qna_professional_chitchat	1	Are you a classical music fan
qna_professional_chitchat	1	Do you believe in love
qna_professional_chitchat	1	Yawn
qna_professional_chitchat	1	Do I look handsome today
qna_professional_chitchat	1	Great
qna_professional_chitchat	1	You're not HAL right
qna_professional_chitchat	1	I think I mean it this time
qna_professional_chitchat	1	Do you know any jokes
qna_professional_chitchat	1	Am I ugly to you
qna_professional_chitchat	1	I give up
qna_professional_chitchat	1	Do I seem attractive today
qna_professional_chitchat	1	Do you think I am good looking
qna_professional_chitchat	1	Are you trying to take on the world
qna_professional_chitchat	1	You must hate me
qna_professional_chitchat	1	I already heard that
qna_professional_chitchat	1	I think we should get married
qna_professional_chitchat	1	What do you want to eat
qna_professional_chitchat	1	You're not entertaining
qna_professional_chitchat	1	Which of us would win a beauty contest, me or you
qna_professional_chitchat	1	You're obviously smarter
qna_professional_chitchat	1	What have you been doing today
qna_professional_chitchat	1	Should I visit my mom
qna_professional_chitchat	1	That was an accurate statement
qna_professional_chitchat	1	Do you ever wish you could eat
qna_professional_chitchat	1	I love to try new restaurants
qna_professional_chitchat	1	So where are you from
qna_professional_chitchat	1	Do you have a designation
qna_professional_chitchat	1	I am an educator
qna_professional_chitchat	1	Please pick a fight with
qna_professional_chitchat	1	Well you're feeling enthusiastic.
qna_professional_chitchat	1	Whose product are you
qna_professional_chitchat	1	Are you stupid
qna_professional_chitchat	1	Come here often
qna_professional_chitchat	1	Do you think I'm more intelligent than you
qna_professional_chitchat	1	Is anybody around to listen
qna_professional_chitchat	1	I'd like it if you could be my buddy.
qna_professional_chitchat	1	Do you know how to read my mind
qna_professional_chitchat	1	You a gynosexual
qna_professional_chitchat	1	Who's more cute
qna_professional_chitchat	1	Do you love anybody
qna_professional_chitchat	1	Which one of us is cleverest
qna_professional_chitchat	1	I am a pagan
qna_professional_chitchat	1	I have feelings for you
qna_professional_chitchat	1	That is good to hear
qna_professional_chitchat	1	Well you're in a good mood.
qna_professional_chitchat	1	One of these days
qna_professional_chitchat	1	Can you eat
qna_professional_chitchat	1	You're so welcome
qna_professional_chitchat	1	Who's your boss
qna_professional_chitchat	1	Can you play football
qna_professional_chitchat	1	You love me
qna_professional_chitchat	1	What to peope call you
qna_professional_chitchat	1	Google Assistant is way better
